"REGION,YEAR,WEEK,FertilityRate,Education,Policy,FamilyPlanning"
"Nevada,2015,11,1.06904,144,25,13470"
"New Hampshire,2015,11,0.257954,12,26,4652"
"New Jersey,2015,11,2.88725,211,24,7308"
"New Mexico,2015,11,2.46432,316,26,12823"
"New York,2015,11,2.28283,226,77,9900"
"North Carolina,2015,11,1.6449,272,49,16536"
"North Dakota,2015,11,0.767386,16,8,2085"
"Ohio,2015,11,0.885952,118,43,13319"
"Oklahoma,2015,11,5.73356,136,17,2372"
"Oregon,2015,11,0.991326,32,11,3228"
"Pennsylvania,2015,11,1.75258,256,51,14607"
"Rhode Island,2015,11,0.621459,34,19,5471"
"South Carolina,2015,11,0.316623,12,10,3790"
"South Dakota,2015,11,1.13311,83,24,7325"
"Tennessee,2015,11,0.922251,79,48,8566"
"Texas,2015,11,3.60072,1374,106,38159"
"Utah,2015,11,2.11561,411,41,19427"
"Vermont,2015,11,2.33352,82,12,3514"
"Virginia,2015,11,1.62236,1669,126,102875"
"Washington,2015,11,1.07683,37,37,3436"
"West Virginia,2015,11,1.41471,191,37,13501"
"Wisconsin,2015,11,2.67014,195,29,7303"
"Wyoming,2015,11,1.68433,89,23,5284"
"Puerto Rico,2015,11,6.74956,342,7,5067"
"Virgin Islands,2015,11,0.864553,3,1,347"
"New York City,2015,11,1.75095,1697,93,96919"
"Alabama,2015,12,2.79083,196,18,7023"
"Alaska,2015,12,0.189934,2,6,1053"
"Arizona,2015,12,1.2664,336,55,26532"
"Arkansas,2015,12,2.43525,63,13,2587"
"California,2015,12,2.65624,1097,137,41299"
"Colorado,2015,12,0.795287,27,5,3395"
"Connecticut,2015,12,2.0923,107,20,5114"
"Delaware,2015,12,0.384862,12,12,3118"
"District of Columbia,2015,12,5.54156,88,2,1588"
"Florida,2015,12,X,X,X,X"
"Georgia,2015,12,1.55379,432,33,27803"
"Hawaii,2015,12,6.49029,157,18,2419"
"Idaho,2015,12,2.27538,78,10,3428"
"Illinois,2015,12,2.92099,1549,94,53030"
"Indiana,2015,12,1.28052,107,35,8356"
"Iowa,2015,12,0.716997,17,8,2371"
"Kansas,2015,12,2.37119,162,29,6832"
"Kentucky,2015,12,0.278806,58,18,20803"
"Louisiana,2015,12,2.80059,1364,76,48704"
"Maine,2015,12,1.46161,79,30,5405"
"Maryland,2015,12,1.13963,135,30,11846"
"Massachusetts,2015,12,1.56529,439,46,28046"
"Michigan,2015,12,0.97011,148,43,15256"
"Minnesota,2015,12,4.12833,166,15,4021"
"Mississippi,2015,12,3.98078,754,50,18941"
"Missouri,2015,12,2.066,72,21,3485"
"Montana,2015,12,0.735059,23,9,3129"
"Nebraska,2015,12,2.39542,67,15,2797"
"Nevada,2015,12,0.786713,108,28,13728"
"New Hampshire,2015,12,0.386681,18,24,4655"
"New Jersey,2015,12,2.44113,198,25,8111"
"New Mexico,2015,12,1.97384,252,27,12767"
"New York,2015,12,2.15005,237,81,11023"
"North Carolina,2015,12,1.41022,213,45,15104"
"North Dakota,2015,12,1.09785,23,9,2095"
"Ohio,2015,12,1.19127,161,44,13515"
"Oklahoma,2015,12,4.25296,115,17,2704"
"Oregon,2015,12,0.581637,14,10,2407"
"Pennsylvania,2015,12,1.92067,261,49,13589"
"Rhode Island,2015,12,0.403852,26,20,6438"
"South Carolina,2015,12,0.713371,39,11,5467"
"South Dakota,2015,12,1.44533,101,23,6988"
"Tennessee,2015,12,0.627782,55,46,8761"
"Texas,2015,12,3.35832,1362,104,40556"
"Utah,2015,12,1.91629,364,41,18995"
"Vermont,2015,12,2.14936,59,11,2745"
"Virginia,2015,12,1.88077,1938,127,103043"
"Washington,2015,12,0.806452,35,40,4340"
"West Virginia,2015,12,1.62009,251,37,15493"
"Wisconsin,2015,12,2.26103,145,28,6413"
"Wyoming,2015,12,1.06229,66,22,6213"
"Puerto Rico,2015,12,6.27178,306,7,4879"
"Virgin Islands,2015,12,0.813008,3,1,369"
"New York City,2015,12,1.90063,1887,91,99283"
"Alabama,2015,13,1.97849,138,19,6975"
"Alaska,2015,13,0.44964,5,6,1112"
"Arizona,2015,13,1.36548,333,53,24387"
"Arkansas,2015,13,1.73516,57,12,3285"
"California,2015,13,2.655,1050,138,39548"
"Colorado,2015,13,1.02354,30,6,2931"
"Connecticut,2015,13,2.17831,97,20,4453"
"Delaware,2015,13,0.239973,7,12,2917"
"District of Columbia,2015,13,6.58328,100,2,1519"
"Florida,2015,13,X,X,X,X"
"Georgia,2015,13,1.42425,367,31,25768"
"Hawaii,2015,13,6.16184,166,18,2694"
"Idaho,2015,13,2.07191,68,9,3282"
"Illinois,2015,13,2.87552,1547,94,53799"
"Indiana,2015,13,1.40811,115,34,8167"
"Iowa,2015,13,1.11034,16,6,1441"
"Kansas,2015,13,2.05531,136,31,6617"
"Kentucky,2015,13,0.403966,88,19,21784"
"Louisiana,2015,13,2.68008,1108,80,41342"
"Maine,2015,13,1.46424,78,29,5327"
"Maryland,2015,13,1.27111,140,31,11014"
"Massachusetts,2015,13,1.52827,436,46,28529"
"Michigan,2015,13,0.661841,96,49,14505"
"Minnesota,2015,13,2.74203,147,16,5361"
"Mississippi,2015,13,3.24798,600,48,18473"
"Missouri,2015,13,1.93118,142,21,7353"
"Montana,2015,13,0.177857,4,9,2249"
"Nebraska,2015,13,2.08991,53,15,2536"
"Nevada,2015,13,0.972887,122,28,12540"
"New Hampshire,2015,13,0.42687,19,25,4451"
"New Jersey,2015,13,1.87555,129,24,6878"
"New Mexico,2015,13,1.89048,213,27,11267"
"New York,2015,13,2.7072,244,79,9013"
"North Carolina,2015,13,1.33421,183,47,13716"
"North Dakota,2015,13,0.556117,11,9,1978"
"Ohio,2015,13,1.16949,140,43,11971"
"Oklahoma,2015,13,3.24472,83,18,2558"
"Oregon,2015,13,0.89748,26,10,2897"
"Pennsylvania,2015,13,1.70947,225,35,13162"
"Rhode Island,2015,13,0.519134,35,20,6742"
"South Carolina,2015,13,0.594354,32,13,5384"
"South Dakota,2015,13,1.40903,102,24,7239"
"Tennessee,2015,13,0.551171,44,46,7983"
"Texas,2015,13,3.18727,1182,96,37085"
"Utah,2015,13,2.09328,377,41,18010"
"Vermont,2015,13,3.23268,91,11,2815"
"Virginia,2015,13,1.8815,1947,126,103481"
"Washington,2015,13,0.825921,39,40,4722"
"West Virginia,2015,13,1.52172,207,36,13603"
"Wisconsin,2015,13,2.21438,138,26,6232"
"Wyoming,2015,13,1.24876,63,20,5045"
"Puerto Rico,2015,13,4.95627,204,6,4116"
"Virgin Islands,2015,13,1.47929,5,1,338"
"New York City,2015,13,1.84952,1810,83,97863"
"Alabama,2015,14,1.78527,145,18,8122"
"Alaska,2015,14,0,0,6,1176"
"Arizona,2015,14,1.19017,280,51,23526"
"Arkansas,2015,14,1.37409,49,11,3566"
"California,2015,14,2.39851,950,139,39608"
"Colorado,2015,14,0.589198,18,6,3055"
"Connecticut,2015,14,1.7314,74,12,4274"
"Delaware,2015,14,0.196657,6,12,3051"
"District of Columbia,2015,14,4.45092,107,2,2404"
"Florida,2015,14,X,X,X,X"
"Georgia,2015,14,1.19306,297,32,24894"
"Hawaii,2015,14,6.63667,177,17,2667"
"Idaho,2015,14,2.11293,58,7,2745"
"Illinois,2015,14,2.45215,1358,91,55380"
"Indiana,2015,14,1.33264,102,34,7654"
"Iowa,2015,14,0.492126,10,7,2032"
"Kansas,2015,14,1.75801,119,30,6769"
"Kentucky,2015,14,0.466883,102,20,21847"
"Louisiana,2015,14,2.33665,1075,75,46006"
"Maine,2015,14,1.46252,88,30,6017"
"Maryland,2015,14,1.48556,159,30,10703"
"Massachusetts,2015,14,1.37273,387,45,28192"
"Michigan,2015,14,1.1732,173,47,14746"
"Minnesota,2015,14,2.05597,108,15,5253"
"Mississippi,2015,14,3.06616,609,50,19862"
"Missouri,2015,14,1.83448,131,20,7141"
"Montana,2015,14,0.166168,5,9,3009"
"Nebraska,2015,14,1.28593,34,14,2644"
"Nevada,2015,14,0.903882,112,27,12391"
"New Hampshire,2015,14,0.442478,22,26,4972"
"New Jersey,2015,14,1.57618,117,21,7423"
"New Mexico,2015,14,1.47262,181,27,12291"
"New York,2015,14,2.46135,199,78,8085"
"North Carolina,2015,14,0.895378,130,45,14519"
"North Dakota,2015,14,0.554939,10,8,1802"
"Ohio,2015,14,0.85263,95,39,11142"
"Oklahoma,2015,14,2.7066,75,19,2771"
"Oregon,2015,14,0.55325,16,10,2892"
"Pennsylvania,2015,14,1.68904,224,48,13262"
"Rhode Island,2015,14,0.698262,47,20,6731"
"South Carolina,2015,14,0.410984,22,13,5353"
"South Dakota,2015,14,1.05526,76,24,7202"
"Tennessee,2015,14,0.414056,37,45,8936"
"Texas,2015,14,2.63374,1024,95,38880"
"Utah,2015,14,2.02062,339,41,16777"
"Vermont,2015,14,2.5641,73,11,2847"
"Virginia,2015,14,1.75242,1784,127,101802"
"Washington,2015,14,0.448219,19,36,4239"
"West Virginia,2015,14,1.71516,214,32,12477"
"Wisconsin,2015,14,2.42603,173,27,7131"
"Wyoming,2015,14,1.14504,45,20,3930"
"Puerto Rico,2015,14,4.84637,194,6,4003"
"Virgin Islands,2015,14,1.16959,4,1,342"
"New York City,2015,14,1.67838,1631,89,97177"
"Alabama,2015,15,1.65746,126,18,7602"
"Alaska,2015,15,0.313725,4,6,1275"
"Arizona,2015,15,1.25342,316,54,25211"
"Arkansas,2015,15,1.06967,39,11,3646"
"California,2015,15,2.11801,906,139,42776"
"Colorado,2015,15,0.859005,29,6,3376"
"Connecticut,2015,15,1.6576,64,17,3861"
"Delaware,2015,15,0.191205,4,9,2092"
"District of Columbia,2015,15,4.66667,70,2,1500"
"Florida,2015,15,X,X,X,X"
"Georgia,2015,15,0.989638,255,29,25767"
"Hawaii,2015,15,6.00693,156,18,2597"
"Idaho,2015,15,2.02255,61,9,3016"
"Illinois,2015,15,2.02342,1142,95,56439"
"Indiana,2015,15,1.21816,99,34,8127"
"Iowa,2015,15,0.366876,7,7,1908"
"Kansas,2015,15,1.37642,92,29,6684"
"Kentucky,2015,15,0.23213,53,19,22832"
"Louisiana,2015,15,1.7776,786,78,44217"
"Maine,2015,15,0.685312,37,25,5399"
"Maryland,2015,15,1.17882,136,31,11537"
"Massachusetts,2015,15,1.47236,415,44,28186"
"Michigan,2015,15,0.74747,130,49,17392"
"Minnesota,2015,15,2.53521,117,15,4615"
"Mississippi,2015,15,2.50502,487,47,19441"
"Missouri,2015,15,1.46409,106,19,7240"
"Montana,2015,15,0.166389,5,9,3005"
"Nebraska,2015,15,0.962567,27,15,2805"
"Nevada,2015,15,0.800924,104,26,12985"
"New Hampshire,2015,15,0.241228,11,24,4560"
"New Jersey,2015,15,1.60819,121,20,7524"
"New Mexico,2015,15,1.53717,183,25,11905"
"New York,2015,15,1.91507,184,77,9608"
"North Carolina,2015,15,0.986164,134,42,13588"
"North Dakota,2015,15,0.941423,18,10,1912"
"Ohio,2015,15,0.608189,71,39,11674"
"Oklahoma,2015,15,1.67577,46,17,2745"
"Oregon,2015,15,0.588847,17,9,2887"
"Pennsylvania,2015,15,1.59007,219,44,13773"
"Rhode Island,2015,15,0.593698,39,20,6569"
"South Carolina,2015,15,0.564175,32,13,5672"
"South Dakota,2015,15,1.0287,76,24,7388"
"Tennessee,2015,15,0.388394,34,46,8754"
"Texas,2015,15,2.74126,1051,95,38340"
"Utah,2015,15,1.5241,271,40,17781"
"Vermont,2015,15,2.07156,55,11,2655"
"Virginia,2015,15,1.46854,1529,125,104117"
"Washington,2015,15,0.760369,33,39,4340"
"West Virginia,2015,15,1.26955,164,35,12918"
"Wisconsin,2015,15,2.06186,158,29,7663"
"Wyoming,2015,15,1.1676,48,20,4111"
"Puerto Rico,2015,15,4.19323,171,6,4078"
"Virgin Islands,2015,15,0.316456,1,1,316"
"New York City,2015,15,1.41306,1438,87,101765"
"Alabama,2015,16,1.53061,108,14,7056"
"Alaska,2015,16,0.435256,4,5,919"
"Arizona,2015,16,1.21809,250,45,20524"
"Arkansas,2015,16,0.90527,28,10,3093"
"California,2015,16,2.13528,858,125,40182"
"Colorado,2015,16,0.537178,19,6,3537"
"Connecticut,2015,16,1.66299,98,21,5893"
"Delaware,2015,16,0.0954198,2,9,2096"
"District of Columbia,2015,16,4.90358,89,2,1815"
"Florida,2015,16,X,X,X,X"
"Georgia,2015,16,0.714048,129,27,18066"
"Hawaii,2015,16,4.33333,104,16,2400"
"Idaho,2015,16,2.08398,67,8,3215"
"Illinois,2015,16,1.85577,922,88,49683"
"Indiana,2015,16,0.874788,67,31,7659"
"Iowa,2015,16,0.447539,9,7,2011"
"Kansas,2015,16,1.41046,79,28,5601"
"Kentucky,2015,16,0.234262,55,18,23478"
"Louisiana,2015,16,1.93687,864,74,44608"
"Maine,2015,16,1.09351,58,29,5304"
"Maryland,2015,16,1.11855,132,31,11801"
"Massachusetts,2015,16,1.32892,301,44,22650"
"Michigan,2015,16,0.610856,105,50,17189"
"Minnesota,2015,16,1.56617,80,15,5108"
"Mississippi,2015,16,2.69645,536,49,19878"
"Missouri,2015,16,1.31024,87,20,6640"
"Montana,2015,16,0.200602,6,9,2991"
"Nebraska,2015,16,0.796312,19,14,2386"
"Nevada,2015,16,0.53934,68,25,12608"
"New Hampshire,2015,16,0.349913,14,23,4001"
"New Jersey,2015,16,1.8738,147,21,7845"
"New Mexico,2015,16,1.53254,191,27,12463"
"New York,2015,16,1.4716,150,75,10193"
"North Carolina,2015,16,0.642576,93,44,14473"
"North Dakota,2015,16,0.430293,5,8,1162"
"Ohio,2015,16,0.483543,57,40,11788"
"Oklahoma,2015,16,1.30879,32,19,2445"
"Oregon,2015,16,0.83682,22,8,2629"
"Pennsylvania,2015,16,1.35877,193,45,14204"
"Rhode Island,2015,16,0.735179,47,20,6393"
"South Carolina,2015,16,0.199927,11,11,5502"
"South Dakota,2015,16,1.01868,72,24,7068"
"Tennessee,2015,16,0.269476,22,44,8164"
"Texas,2015,16,1.67388,654,97,39071"
"Utah,2015,16,2.12351,403,43,18978"
"Vermont,2015,16,1.33874,33,9,2465"
"Virginia,2015,16,1.47072,1293,126,87916"
"Washington,2015,16,0.73776,33,39,4473"
"West Virginia,2015,16,1.15489,158,35,13681"
"Wisconsin,2015,16,2.30737,165,26,7151"
"Wyoming,2015,16,0.542075,21,18,3874"
"Puerto Rico,2015,16,4.59048,190,6,4139"
"Virgin Islands,2015,16,2.01729,7,1,347"
"New York City,2015,16,1.47683,1454,83,98454"
"Alabama,2015,17,1.42085,92,14,6475"
"Alaska,2015,17,0,0,4,670"
"Arizona,2015,17,1.4832,320,51,21575"
"Arkansas,2015,17,0.731198,21,10,2872"
"California,2015,17,2.14816,912,129,42455"
"Colorado,2015,17,0.660859,22,6,3329"
"Connecticut,2015,17,1.61093,79,15,4904"
"Delaware,2015,17,0.0484496,1,9,2064"
"District of Columbia,2015,17,5.77689,87,2,1506"
"Florida,2015,17,X,X,X,X"
"Georgia,2015,17,0.879014,216,30,24573"
"Hawaii,2015,17,4.70639,109,14,2316"
"Idaho,2015,17,3.35893,105,8,3126"
"Illinois,2015,17,1.75137,937,92,53501"
"Indiana,2015,17,0.983243,71,32,7221"
"Iowa,2015,17,0.134228,2,6,1490"
"Kansas,2015,17,1.56392,86,25,5499"
"Kentucky,2015,17,0.186426,42,19,22529"
"Louisiana,2015,17,1.77697,773,75,43501"
"Maine,2015,17,0.821722,46,28,5598"
"Maryland,2015,17,1.23155,141,30,11449"
"Massachusetts,2015,17,0.94502,247,42,26137"
"Michigan,2015,17,0.646174,107,49,16559"
"Minnesota,2015,17,1.45709,73,15,5010"
"Mississippi,2015,17,2.46013,415,48,16869"
"Missouri,2015,17,1.41824,102,19,7192"
"Montana,2015,17,0.269088,8,9,2973"
"Nebraska,2015,17,0.679348,15,12,2208"
"Nevada,2015,17,0.397475,51,24,12831"
"New Hampshire,2015,17,0.262467,12,25,4572"
"New Jersey,2015,17,1.6005,127,21,7935"
"New Mexico,2015,17,1.45316,179,27,12318"
"New York,2015,17,1.58698,155,74,9767"
"North Carolina,2015,17,0.76242,93,39,12198"
"North Dakota,2015,17,0.185874,3,9,1614"
"Ohio,2015,17,0.637059,70,40,10988"
"Oklahoma,2015,17,1.23579,25,16,2023"
"Oregon,2015,17,0.55788,12,6,2151"
"Pennsylvania,2015,17,1.44705,207,47,14305"
"Rhode Island,2015,17,0.419664,28,20,6672"
"South Carolina,2015,17,0.299177,16,12,5348"
"South Dakota,2015,17,0.991005,65,24,6559"
"Tennessee,2015,17,0.28772,25,48,8689"
"Texas,2015,17,2.65661,1000,94,37642"
"Utah,2015,17,1.56899,378,41,24092"
"Vermont,2015,17,1.35542,27,7,1992"
"Virginia,2015,17,1.53866,1321,121,85854"
"Washington,2015,17,0.478053,22,39,4602"
"West Virginia,2015,17,1.39819,190,35,13589"
"Wisconsin,2015,17,2.31173,163,28,7051"
"Wyoming,2015,17,0.441379,16,18,3625"
"Puerto Rico,2015,17,4.15688,177,6,4258"
"Virgin Islands,2015,17,0.852273,3,1,352"
"New York City,2015,17,1.47229,1466,84,99573"
"Alabama,2015,18,1.33359,70,13,5249"
"Alaska,2015,18,0,0,4,771"
"Arizona,2015,18,1.19174,247,51,20726"
"Arkansas,2015,18,0.498132,12,9,2409"
"California,2015,18,2.22859,910,125,40833"
"Colorado,2015,18,0.668577,21,6,3141"
"Connecticut,2015,18,1.57008,55,16,3503"
"Delaware,2015,18,0.0462107,1,9,2164"
"District of Columbia,2015,18,5.03401,74,2,1470"
"Florida,2015,18,X,X,X,X"
"Georgia,2015,18,1.05381,225,28,21351"
"Hawaii,2015,18,5.75365,142,15,2468"
"Idaho,2015,18,1.81644,57,9,3138"
"Illinois,2015,18,1.63577,878,92,53675"
"Indiana,2015,18,0.669303,44,31,6574"
"Iowa,2015,18,0.237982,5,6,2101"
"Kansas,2015,18,0.89201,47,25,5269"
"Kentucky,2015,18,0.111622,25,17,22397"
"Louisiana,2015,18,1.86324,876,77,47015"
"Maine,2015,18,0.977139,53,28,5424"
"Maryland,2015,18,1.10579,127,30,11485"
"Massachusetts,2015,18,0.948982,226,37,23815"
"Michigan,2015,18,0.442288,72,49,16279"
"Minnesota,2015,18,1.06451,50,15,4697"
"Mississippi,2015,18,2.28433,434,50,18999"
"Missouri,2015,18,1.04167,71,19,6816"
"Montana,2015,18,0.0699301,2,9,2860"
"Nebraska,2015,18,0.932744,19,12,2037"
"Nevada,2015,18,0.593662,74,25,12465"
"New Hampshire,2015,18,0.137394,6,25,4367"
"New Jersey,2015,18,1.60158,130,21,8117"
"New Mexico,2015,18,1.40903,170,27,12065"
"New York,2015,18,1.8077,185,73,10234"
"North Carolina,2015,18,0.896298,107,41,11938"
"North Dakota,2015,18,0.175285,2,7,1141"
"Ohio,2015,18,0.592977,64,41,10793"
"Oklahoma,2015,18,1.98118,40,19,2019"
"Oregon,2015,18,0.24321,6,7,2467"
"Pennsylvania,2015,18,1.27918,177,50,13837"
"Rhode Island,2015,18,0.282251,17,19,6023"
"South Carolina,2015,18,0.22567,8,10,3545"
"South Dakota,2015,18,0.630613,33,23,5233"
"Tennessee,2015,18,0.262796,21,45,7991"
"Texas,2015,18,2.39644,895,94,37347"
"Utah,2015,18,1.81131,326,41,17998"
"Vermont,2015,18,1.4863,32,7,2153"
"Virginia,2015,18,1.46258,1270,121,86833"
"Washington,2015,18,0.446429,20,32,4480"
"West Virginia,2015,18,1.26234,156,34,12358"
"Wisconsin,2015,18,2.09156,143,24,6837"
"Wyoming,2015,18,0.666154,26,19,3903"
"Puerto Rico,2015,18,3.33403,159,7,4769"
"Virgin Islands,2015,18,0.831025,3,1,361"
"New York City,2015,18,1.58144,1697,85,107307"
"Alabama,2015,19,1.87775,94,12,5006"
"Alaska,2015,19,0.588235,4,4,680"
"Arizona,2015,19,1.1132,231,52,20751"
"Arkansas,2015,19,0.476872,10,9,2097"
"California,2015,19,2.26505,905,125,39955"
"Colorado,2015,19,0.525015,17,6,3238"
"Connecticut,2015,19,1.3197,40,15,3031"
"Delaware,2015,19,0,0,8,1858"
"District of Columbia,2015,19,5.25909,68,2,1293"
"Florida,2015,19,X,X,X,X"
"Georgia,2015,19,1.23519,293,28,23721"
"Hawaii,2015,19,5.51905,126,15,2283"
"Idaho,2015,19,1.49573,35,7,2340"
"Illinois,2015,19,1.50995,752,84,49803"
"Indiana,2015,19,0.719424,40,30,5560"
"Iowa,2015,19,0.324324,3,4,925"
"Kansas,2015,19,0.828402,28,19,3380"
"Kentucky,2015,19,0.0589863,13,17,22039"
"Louisiana,2015,19,1.76502,783,77,44362"
"Maine,2015,19,0.697472,40,28,5735"
"Maryland,2015,19,0.901155,96,27,10653"
"Massachusetts,2015,19,0.744121,181,36,24324"
"Michigan,2015,19,0.373134,55,43,14740"
"Minnesota,2015,19,1.00184,49,16,4891"
"Mississippi,2015,19,2.36609,417,47,17624"
"Missouri,2015,19,1.09926,68,19,6186"
"Montana,2015,19,0,0,8,3115"
"Nebraska,2015,19,0.90854,15,10,1651"
"Nevada,2015,19,0.290604,36,25,12388"
"New Hampshire,2015,19,0.0493218,2,24,4055"
"New Jersey,2015,19,1.35915,106,21,7799"
"New Mexico,2015,19,1.63165,160,24,9806"
"New York,2015,19,1.18835,113,71,9509"
"North Carolina,2015,19,0.727433,66,36,9073"
"North Dakota,2015,19,0.262123,4,10,1526"
"Ohio,2015,19,0.479281,48,37,10015"
"Oklahoma,2015,19,1.00287,21,14,2094"
"Oregon,2015,19,0.364299,8,7,2196"
"Pennsylvania,2015,19,1.18577,132,49,11132"
"Rhode Island,2015,19,0.0363702,2,20,5499"
"South Carolina,2015,19,0.150319,4,9,2661"
"South Dakota,2015,19,0.548619,29,24,5286"
"Tennessee,2015,19,0.984157,82,57,8332"
"Texas,2015,19,2.3067,821,95,35592"
"Utah,2015,19,1.31759,241,42,18291"
"Vermont,2015,19,1.04167,21,7,2016"
"Virginia,2015,19,1.39585,1197,116,85754"
"Washington,2015,19,0.717581,28,31,3902"
"West Virginia,2015,19,0.749335,93,32,12411"
"Wisconsin,2015,19,2.31875,150,27,6469"
"Wyoming,2015,19,0.765156,26,18,3398"
"Puerto Rico,2015,19,5.40362,164,6,3035"
"Virgin Islands,2015,19,1.5,6,1,400"
"New York City,2015,19,1.50672,1586,84,105262"
"Alabama,2015,20,1.55815,56,12,3594"
"Alaska,2015,20,1.06101,8,4,754"
"Arizona,2015,20,1.29308,203,50,15699"
"Arkansas,2015,20,0.396629,8,8,2017"
"California,2015,20,2.10943,768,123,36408"
"Colorado,2015,20,0.258481,8,6,3095"
"Connecticut,2015,20,1.2913,34,13,2633"
"Delaware,2015,20,0,0,7,1663"
"District of Columbia,2015,20,6.64305,75,2,1129"
"Florida,2015,20,X,X,X,X"
"Georgia,2015,20,1.1996,332,27,27676"
"Hawaii,2015,20,5.65386,131,16,2317"
"Idaho,2015,20,2.56498,75,8,2924"
"Illinois,2015,20,1.49161,742,87,49745"
"Indiana,2015,20,0.590688,34,31,5756"
"Iowa,2015,20,0.108696,1,4,920"
"Kansas,2015,20,0.436015,20,22,4587"
"Kentucky,2015,20,0.0520021,10,17,19230"
"Louisiana,2015,20,1.56764,686,72,43760"
"Maine,2015,20,0.857867,44,26,5129"
"Maryland,2015,20,1.13001,97,27,8584"
"Massachusetts,2015,20,0.757729,187,33,24679"
"Michigan,2015,20,0.394333,54,42,13694"
"Minnesota,2015,20,1.60404,73,15,4551"
"Mississippi,2015,20,1.9207,326,46,16973"
"Missouri,2015,20,0.958637,54,18,5633"
"Montana,2015,20,0,0,8,2273"
"Nebraska,2015,20,0.614628,10,10,1627"
"Nevada,2015,20,0.493659,58,24,11749"
"New Hampshire,2015,20,0.106326,4,20,3762"
"New Jersey,2015,20,1.26336,91,20,7203"
"New Mexico,2015,20,1.53257,168,27,10962"
"New York,2015,20,1.3621,101,66,7415"
"North Carolina,2015,20,0.601579,48,33,7979"
"North Dakota,2015,20,0.14771,2,6,1354"
"Ohio,2015,20,0.430019,42,36,9767"
"Oklahoma,2015,20,0.432633,7,14,1618"
"Oregon,2015,20,0.0859845,2,7,2326"
"Pennsylvania,2015,20,1.07339,117,48,10900"
"Rhode Island,2015,20,0.0757289,4,19,5282"
"South Carolina,2015,20,0.040016,1,9,2499"
"South Dakota,2015,20,0.589787,38,24,6443"
"Tennessee,2015,20,0.908465,66,55,7265"
"Texas,2015,20,2.3767,838,94,35259"
"Utah,2015,20,1.43499,249,40,17352"
"Vermont,2015,20,0.881834,10,5,1134"
"Virginia,2015,20,1.38784,1125,110,81061"
"Washington,2015,20,0.406504,4,15,984"
"West Virginia,2015,20,0.617127,73,32,11829"
"Wisconsin,2015,20,0.561798,16,23,2848"
"Wyoming,2015,20,0.289436,10,17,3455"
"Puerto Rico,2015,20,3.50598,132,6,3765"
"Virgin Islands,2015,20,0.833333,3,1,360"
"New York City,2015,20,1.60494,1616,85,100689"
"Alabama,2015,21,0.793861,30,13,3779"
"Alaska,2015,21,1.40023,12,4,857"
"Arizona,2015,21,0.934579,148,48,15836"
"Arkansas,2015,21,0.75067,14,8,1865"
"California,2015,21,2.07654,643,120,30965"
"Colorado,2015,21,0.194553,6,5,3084"
"Connecticut,2015,21,1.23775,24,11,1939"
"Delaware,2015,21,0.0761035,1,7,1314"
"District of Columbia,2015,21,7.95148,59,1,742"
"Florida,2015,21,X,X,X,X"
"Georgia,2015,21,1.09596,291,27,26552"
"Hawaii,2015,21,5.62566,107,15,1902"
"Idaho,2015,21,1.32333,30,6,2267"
"Illinois,2015,21,1.28484,562,85,43741"
"Indiana,2015,21,0.738477,29,28,3927"
"Iowa,2015,21,0.0875657,1,5,1142"
"Kansas,2015,21,0.444074,16,18,3603"
"Kentucky,2015,21,0.0199223,4,15,20078"
"Louisiana,2015,21,1.49425,652,74,43634"
"Maine,2015,21,0.628366,28,26,4456"
"Maryland,2015,21,1.87553,88,25,4692"
"Massachusetts,2015,21,0.919678,184,31,20007"
"Michigan,2015,21,0.374336,43,41,11487"
"Minnesota,2015,21,0.700935,15,11,2140"
"Mississippi,2015,21,1.90867,316,46,16556"
"Missouri,2015,21,0.129758,3,16,2312"
"Montana,2015,21,0.143472,3,8,2091"
"Nebraska,2015,21,0.630517,10,10,1586"
"Nevada,2015,21,0.608654,64,23,10515"
"New Hampshire,2015,21,0,0,20,3358"
"New Jersey,2015,21,1.46145,80,18,5474"
"New Mexico,2015,21,1.272,112,22,8805"
"New York,2015,21,1.64894,93,64,5640"
"North Carolina,2015,21,0.647535,44,31,6795"
"North Dakota,2015,21,0.191939,2,6,1042"
"Ohio,2015,21,0.483534,37,36,7652"
"Oklahoma,2015,21,0.862069,16,15,1856"
"Oregon,2015,21,0.1619,3,7,1853"
"Pennsylvania,2015,21,1.50939,131,46,8679"
"Rhode Island,2015,21,0.0727273,3,20,4125"
"South Carolina,2015,21,0.225225,5,9,2220"
"South Dakota,2015,21,0.506639,29,23,5724"
"Tennessee,2015,21,0.950008,61,55,6421"
"Texas,2015,21,2.15255,620,84,28803"
"Utah,2015,21,1.68057,282,41,16780"
"Vermont,2015,21,0.826446,9,5,1089"
"Virginia,2015,21,1.36031,1153,112,84760"
"Washington,2015,21,0.533618,15,31,2811"
"West Virginia,2015,21,0.7369,81,32,10992"
"Wisconsin,2015,21,0.487805,10,24,2050"
"Wyoming,2015,21,0.361119,12,19,3323"
"Puerto Rico,2015,21,4.11239,161,6,3915"
"Virgin Islands,2015,21,1.34048,5,1,373"
"New York City,2015,21,1.55348,1483,73,95463"
"Alabama,2015,22,0.959342,42,13,4378"
"Alaska,2015,22,0.490196,2,3,408"
"Arizona,2015,22,0.893039,175,52,19596"
"Arkansas,2015,22,0.736016,15,7,2038"
"California,2015,22,2.17739,680,98,31230"
